userName,score,at,content,sentimen
Pengguna Google,1,10/19/2023 13:14,"Login harus tlpn call center,mahal banget dan ribet",negatif
Pengguna Google,1,10/19/2023 9:58,Makin g jelas..,negatif
Pengguna Google,1,10/19/2023 9:17,Aplikasi bikin bingung sdh d vidio Coll..tida d terima di tamba dataÂ² sdh masuk semua.setelah masuk Ngah bisa pin & paswer salah ..tolong jangan d salah gunakan dataÂ² pribadi saya...,negatif
Pengguna Google,1,10/19/2023 8:31,Gk guna,negatif
Pengguna Google,1,10/19/2023 4:12,"aplikasi paling ruwet,,,tolong hapus data saya",negatif
Pengguna Google,1,10/19/2023 4:05,Ssh bgt mau daftar,negatif
Pengguna Google,1,10/19/2023 1:18,ðŸ• udah daftar udah vidio call mau masuk pin salah trus babi,negatif
Pengguna Google,1,10/18/2023 13:32,"Aplikasi sampah ,,Poto harus di ulang2,,katanya gak terbaca najis,,kalo bikin aplikasi tuh yang bener jangan bikin aplikasi kaya begini ,,gimana orang mau nyaman makenya,,gua doain bangkrut lu",negatif
Pengguna Google,1,10/18/2023 12:31,aplikasi ga jelass mulai hari ini saya uninstall tolong dataÂ² saya hapus jngn di persalah gunakan,negatif
Pengguna Google,1,10/18/2023 12:23,Jari ini tanggal 18 oktober 2023 saya uninstal aplikasi jenius Tolong hapus data saya,netral
Pengguna Google,1,10/18/2023 11:41,"Hp ke reset mau log in, Gak bisa log in disuruh hapus akun diperangkat yg lama. Perangkat lama yg mana malih....??!! Ini hp gw satu satunya",negatif
Pengguna Google,1,10/18/2023 5:27,Untuk sementara 1 saja bintangnya karena ngga acc,negatif
Pengguna Google,1,10/18/2023 4:47,"Mhon informasinya min..knp setiap sya daftar di klom masukan password pasti koneksi bermasalah,aku hubungi 1500365 bicara lqngsung.petunjuknya mhin di hapus apliksinya lalu download kmbli..stelah di lakukan dan ajukan kmbli mslah nya sma sperri itu.kandas di klom pembuatan password jdi tdk bisa lanjut pengajuan",negatif
Pengguna Google,1,10/18/2023 3:51,"apk gak guna, lemot, daftar sulit dan super ribet",negatif
Pengguna Google,1,10/18/2023 2:30,gx jelas banget dah verifikasi dah telp gx tetap gx bisa log in .... hapus data saya jgn di salah gunakan,negatif
Pengguna Google,1,10/17/2023 14:10,"Flexi cash ga sampe 400rb padahal, cuma lambat sehari, gara2 gak ada saldo di banking ada nya cash, DENDA NYA 100RB ASTAGA MAHAL BANGET GAK LAGI PAKE JENIUS PARAHHHHHH",negatif
Pengguna Google,1,10/17/2023 11:19,"TOLONG DIPERBARUI LAGI APLIKASI INI! MASA BARU KLIK SAJA UDAH LEMOT NYA MINTA AMPUN, LOADING TERUSSS!!! MAU CEPAT MALAH DI BUAT LAMBAT ðŸ‘Ž",negatif
Pengguna Google,1,10/17/2023 11:01,Apkikasi gk jelas bikin paspord aja susah,negatif
Pengguna Google,1,10/17/2023 7:46,"Aplikasi tertolol,mau login diperangkat baru aja susah bener, harus unlink diperangkat lama,sedangkan perangkat lama nya udah gak ada & solusi nya harus telp cs berbayar. Ribet bener asu,bank sebelah aja gak begini ribet nya",negatif
Pengguna Google,1,10/17/2023 4:26,"Ini ribet amat aplikasinya, masa aktivasi harus video call. sudah videocall masih belum aktif juga. nyesel sudah dowload dan daftar. mudahan data saya aman. download juga karena katanya banyak promonya kalau bayar pakai qris.uninstall ajalah",negatif
Pengguna Google,1,10/17/2023 2:52,Knpa mau log out kmbali k sandi lagi padahal mau hapus data,netral
Pengguna Google,1,10/17/2023 2:38,Jangan sampai anda menabung di aplikasi ini. Uang saya senilai 1 juta nyangkut di aplikasi ini. Sudah mencoba hubungi admin tapi tidak ada jawaban.,negatif
Pengguna Google,1,10/17/2023 2:18,Jangan pakek jenius. Jenius gak amanah dalam menjaga nomer pribadi customer. Tiba-tiba ada yang telpon dg nomor lain mengatasnamakan jenius,negatif
Pengguna Google,1,10/17/2023 0:41,Aplikasi di android yang paling berat dan lemot se alam semesta se jagat raya .....,negatif
Pengguna Google,1,10/16/2023 18:45,"Malas pake jenius, apknya loding gak fast parah banget, mending sea bank",negatif
Pengguna Google,1,10/16/2023 15:37,"Ampas bnr dah, dah perubahan admin jadi 10k perbulan, akun gk langsung mati, mau login mesti daftarin wajah di perangkat lama sumpah gk guna apalagi perangkat lama rusak",negatif
Pengguna Google,1,10/16/2023 10:59,Ini aplikasi nelponin mulu kurang kerjaan kali ya...pengguna jenius bukan tapi di telponin mulu ganggu orang,negatif
Pengguna Google,1,10/16/2023 8:57,Selesai di daftat kok alpikasi eror. Gak bisa masukin pin dan paswdr. Riset paswdr malah gak terkirim di email dan no hp.. ðŸ‘Ž,negatif
Pengguna Google,1,10/16/2023 7:11,"Ribet banget aktivasi, udah dimudahkan dengan adanya aplikasi masih saja ribet. udah kirim email untuk foto ktp dan npwp yg jelas masih saja ribet. untuk datang k boot tidak menemukan waktu yang cocok.",negatif
Pengguna Google,1,10/16/2023 7:01,"aplikasi ngga jelas, mau login katanya kode otp dikirim melalui sms tapi ngga dikirim-kirim kode nya, sudah dicoba berkali kali tetap ngga dikirim, alhasil ngga bisa login sampai sekarangðŸ‘Ž",negatif
Pengguna Google,1,10/16/2023 5:26,Apk bosok. Vc aja susah pdhal sinyal bagus mau komplain lewat email gk di respon. Telpon bayar malah muter2 jwabnya hbis2in pulsa aja bangsad,negatif
Pengguna Google,1,10/16/2023 5:22,masak tingal memasukan pasword aja...kok gagal2 terus...aplikasi nya tambah jelek..,negatif
Pengguna Google,1,10/16/2023 1:14,"Buruk udh registrasi, foto ktp dan video call malah ga di approve .",negatif
Pengguna Google,1,10/16/2023 1:09,"Ribet pake jenius, susah kalau ganti hp harus di logout dr perangkat lama ya gimana kalau hpx udah kejual masa harus di cari lagi, kalau tdk telpon CS lg bikin ribet aja setiap ganti hp harus tlpon CS",negatif
Pengguna Google,1,10/15/2023 23:31,"Buruk. Mw hps perangkat di apk suruh tlpn. Sdh tlpn sklinya vc lg. Sdh d vc g nyambung"" Apasih apk nya buruk.. Gbs apa kaya apk lain login tinggal scan muka aja.. Ga usah pake vc segala...",negatif
Pengguna Google,1,10/15/2023 17:51,"Wee admin, stlah sy video call pendaftaran yaa, ad keterngan tunggu proses 5 Samapi 15 , ini sudah 2hr woee, msh ttp sama d aplikasi tidk ad perubahan, klo ud g niat , hapus ja aplikasi, buat apa susah2 daftar konfisiamsi, tp tidak update, payah",negatif
Pengguna Google,1,10/15/2023 15:10,Jelek,negatif
Pengguna Google,1,10/15/2023 12:26,"Jelek bgt asli aplikasinya lemot, mending uninstall",negatif
Pengguna Google,1,10/15/2023 10:15,"Promonya gak jelas. Tidak di sampaikan dengan akurat, jauh-jauh datang untuk nonton XXI tetapi ternyata ada kuota harian nya. Dan itu tidak dijelaskan sistem promonya. Wahh jujur, kecewa dengan jenius",negatif
Pengguna Google,1,10/15/2023 10:01,"Pas awal2 pake jenius enak banget biaya semua biaya tf gratis + gada potongan setiap bulan nya . masa sekarang mau ngisi shopeepay ajah admin nya sampe 5rb mahal banget pdahal di mbank lain cuma seribu ,kecewa banget deh auto pindah ke bank lain",negatif
Pengguna Google,1,10/15/2023 8:07,"Apaan sudah d vidio call tapi di tolak udah gitu tiba""aplikasinya terkunci sendiri jadi gak bisa d buka.. Perhari ini saya uninstal apk nya apabila d salahgunakn dta sya .saya tdk tau ..",negatif
Pengguna Google,1,10/15/2023 5:50,Hapus data saya mau masuk akun salah pasword trus padahal sudah aktivasi semua nya,netral
Pengguna Google,1,10/15/2023 5:32,Aplikasi tidak jelas,negatif
Pengguna Google,1,10/15/2023 4:58,Tolong dong jenius kalau akun tidak ada transaksi apa apa tidak digunakan lama sampai berbulan bulan harap hapus rekening secara otomatis jangan sengaja sedot uang nasabah biaya admin bulanan,negatif
Pengguna Google,1,10/15/2023 4:46,"Gunain jenius gara gara sales maksa, niat bantuin malah sekarang bikin susah mau tutup rekening saja harus ke kantor cabang. Sengaja di diamkan ini akun di kira bakal tutup rekening sendiri malah tiap bulan nyedot uang mulu biaya admin. Harusnya seperti bank lain. Rekening tidak dipakai dalam waktu lama dan saldo ksong harusnya otomatis tutup rekening. Tapi jenius sengaja nguras uang nasabah",negatif
Pengguna Google,1,10/15/2023 3:45,"JELEK SEKALI ANJ. SUDAH 2X BIKIN AKUN DAN TLFON VERIFIKASI WAJAH, PAS DI BUKA TIDAK BISA.",negatif
Pengguna Google,1,10/15/2023 2:21,"Ini call center nya sumpah jelek banget pelayanan nya, udah nunggu antrian eh pas chat aktif di lama lamain, pas di bales chat aktif langsung di tutup padahal belom ngasih solusi",negatif
Pengguna Google,1,10/15/2023 1:22,Aplikasi gk bermutu.. Harusdi viralkan ini biar yg lain pada tau.. Masa angsuran 100rb telat sehari denda nya 50rb,negatif
Pengguna Google,1,10/14/2023 12:59,"Jgan di install, baru mau daftar masukan password selalu keterangan terjadi kesalahan, aplikasi sampah",negatif
Pengguna Google,1,10/14/2023 4:06,"Jelek banget, contact helpnya ga ramah, bikin akunnya rada di paksa Mohon maaf banyak banget yang harus diperbaiki",negatif
Pengguna Google,1,10/14/2023 3:22,"Kenapa ada potongan 120k untuk feesible , tau2 langsung dipotong aja. Mending ga usah jsi saldo aja Kalo tau",negatif
Pengguna Google,1,10/13/2023 14:23,Mengganggu muncul terus,negatif
Pengguna Google,1,10/13/2023 14:22,Aplikasinya jelek bgt. Loading. Password bener dibilang salah,negatif
Pengguna Google,1,10/13/2023 12:53,Sales nya suka maksa suruh daftar + foto ktp,negatif
Pengguna Google,1,10/13/2023 12:05,Sangat lemot.... Ngetransfer lemot banget... Bikin malu di indomaret atau alfamidi,negatif
Pengguna Google,1,10/13/2023 8:59,"aplikasi gk jelas tdi pas masuk bisa pake kata sandi yg saya pke, pas udh Vidia Coll tiba2 mau masuk pake kata sandi biasa nya malah kata sandi salah, bahaya juga ini GK jelas mau ngambil data orng, sya mau ngapus data2 sya",negatif
Pengguna Google,1,10/13/2023 8:17,Lier,netral
Pengguna Google,1,10/13/2023 7:27,Saya gak pernah galbay di apk lain kartu kredit pun gitu gak pernah ada galbay... sy nasabah btpn tp pas lg butuh pengajuan flexy di tolak...MAAF SAYA PINDAH BANK TERUS TUTUP REKENING SAJA DI SINI KHUSUS ORANG YG GALBAY BARU BISA DAPAT LIMIT...,negatif
Pengguna Google,1,10/13/2023 5:30,"Kualitasnya menurun, sudah muncul biaya2,",negatif
Pengguna Google,1,10/13/2023 3:40,Di VC beberapa kali Ujung-ujungnya cuma ditolakðŸ˜‚,negatif
Pengguna Google,1,10/12/2023 15:04,Gak jls aplikasinya dah masukan data lengkap sesuai KTP gak ada krlanjutannya.... Pantesan reting bintangx kecil.. Kurang menyenangkan,negatif
Pengguna Google,1,10/12/2023 14:44,"Aplikasi nya jelek bngt, lemot parah Tagihan flexicash masih muncul terus, padahal udah di bayar.. Telpon cs malah di oper kesana kesini, hasil nya tetep 0",negatif
Pengguna Google,1,10/12/2023 8:23,Aplikasi apa ini... mau registrasi saja di persulit? Daftar awal hbs daftar akun tidak bisa di masukin? Aneh... jangan di instal... menyesal saya meninstal . .. mereka cuma mau data kita saja.... bukan mau membantu???? Aplikasi aampah????!!!!,negatif
Pengguna Google,1,10/12/2023 4:53,"Kenapa dilaporan slik saya ada pinjaman dari jenius 4,9 juta padahal saya tidak memiliki pinjaman... Saya tanyakan via wa dan chat di aplikasi jenius tidak ada respon... Sangat mengecewakan.",negatif
Pengguna Google,1,10/12/2023 4:14,"Sementara bintang 1, aplikasinya berat, banyak bug dan super-super lemot, semoga ada perbaikan",negatif
Pengguna Google,1,10/11/2023 14:35,"Parah banget ini BTPN jenius, yang kira2 aja baru save dana awal udah kepotong aja 120rbu dengan keterangan biaya admin, maksudnya biaya admin apa ? Niat mau nabung malah ilang duit gw di rekening, motong tanpa persetujuan nasabah lagi!!! Emang Jenius banget lo kalo ngerampok uang nasabah!",negatif
Pengguna Google,1,10/11/2023 14:34,"Woy Tablo mengapa email dan sandi saya salah terus , sudah melapor lewat email tapi pihak kalian tidak ada respon tlp robot Mulu yg bicara Yang jadi pertanyaan bagaimana data2 saya di pihak kalian apakah aman sedangkan untuk masuk apk saja tidak bisa padahal Gmail+sandi yang saya daftarkan Aneh apk kalian bb",negatif
Pengguna Google,1,10/11/2023 9:18,"Ka tolongin saya ka,akun jenius saya di hack,tiba2 nomor penerima nya berubah,trus gk bisa di buka lagi ;(",netral
Pengguna Google,1,10/11/2023 9:16,Tolong sampein dong ke Sales Cewek Gendut rambut diiket satu yang ada di Kings Bandung! Lancang banget liat2 saldo Mbanking BCA saya saat proses pembuatan kartu!!! EMANG LANCANG BEGITU YA CARA KERJA KALIAN? Mau kalian jelasin keunggulan bank jenius dari A sampe Z kalo ga minat yaudah sih ga usah maksa. Pake nyuruh tf 10jt dapet cashback+tumblr sumpah ga minat. Tf 10jt saya tolak maksa lagi nyuruh tf 1 jt tapi yg dibalikin cuma 900rb dengan asumsi 100 nya deposit biar kalian dapet target? What?,negatif
Pengguna Google,1,10/11/2023 7:41,"Udah marketingnya maksa orang, ternyata ada biaya subscription 10rb perbulan. Klo ga ada dana jdi akumulatif. Ada juga denda kekurangan dana. Saya cuma buat deposit dan tarik duitnya ke bca lagi aja tetep kena.",negatif
Pengguna Google,1,10/11/2023 5:47,Bank ribet gak tau kenapa akun diblokir parah parah,negatif
Pengguna Google,1,10/11/2023 4:33,"Aplikasi gak jelas.. pengajuan Flexi Cash pas verifikasi telp cuma miscall"" aja, pas terangkat langsung ditutup terus.",negatif
Pengguna Google,1,10/10/2023 18:49,Aplikasi aneh gak bisa isi password.. Error melulu,negatif
Pengguna Google,1,10/10/2023 15:28,Aplikasi gak jelas!!! Sering eror. Bikin orang pusing saja!!,negatif
Pengguna Google,1,10/10/2023 11:50,"Kurang jelas apk nya. Laporan bener sih cepat tanggap tapi gada hasil. Udah jelas jelas di bilang kartu jenius nya ketelan di ATM BNI masih aja nanya kronologi, kejadian bla bla bla. Giliran udh di jelasin di suruh blokir biar bisa di kirim ulang. Dah lah meding make Seabank aja narik duitnya pakai dana/nitip temen. Note : make jenius karena di promosi di mall dan ya karena kebetulan ga punya kartu atm jd ku gas eh gini amat pelayanannya. BYE JENIUS.... MOGA LEKAS SEMBUH DAN MENJADI LEBIH BAIK",negatif
Pengguna Google,1,10/10/2023 7:36,"riviewnya pada jelekÂ² bner yak, tadinya optimistis tapi setelah nyoba sendiri emang buruk! gmn hapus data saya, cancel menggunakan jenius",negatif
Pengguna Google,1,10/10/2023 5:34,Parah nih tidak recomended,negatif
Pengguna Google,1,10/10/2023 3:54,"Setelah ditelepon kantor,Ngk bisa lg masuk akun.Sandi salah2. Data saya d setujui atau tidak, biar jelas.",netral
Pengguna Google,1,10/9/2023 15:45,Respon email lambat bahkan gak dibales2.,negatif
Pengguna Google,1,10/9/2023 15:18,"Tolong perbaiki kinerja aplikasinya. Buka lama, klik password lama, beres transaksi lama jg, rata2 kudu nunggu 10-15detik. Pinginnya klik lsg muncul biar ga makan wkt",negatif
Pengguna Google,1,10/9/2023 11:51,"Parah!!!! Saldo udah di pasin buat cicilan, ko main potong aja 100 rb, jadi kena denda 50 Rb. parah notip bulan 5+7 KATANYA potongan bulan 10. Kalo memang ada niat ngasih tau kenapa ga sehari sebelum motong pasti saya bayar lebihin. Yang follow up juga hare2 inisial ""M"" bagian tetkaitnya tolong di tindak ya pihak PT BANK BTPN JENIUS YANG TERHORMAT. TERIMAKASIH ATAS POTONGAN DAN DENDA NYA. Semoga direktur atau manajernya baca bahwa bawahannya ga bisa kerja. Cuma mikirin keuntungan perusahaan aja",negatif
Pengguna Google,1,10/9/2023 11:44,"Ini aplikasi Jenius ga ada bedanya sama kayak pinjol lainnya, no HP kontak mereka bisa hack dan tau, jika telat no kontak yg ada di HP kalian akan dihubungi secara acak.",negatif
Pengguna Google,1,10/9/2023 7:25,Apkikasi aneh luar biasa gk bisa d buka setelah ferivikasi,negatif
Pengguna Google,1,10/9/2023 4:34,"Setiap pembayaran knp saldo nya malah ditahan dan pdhl saya gk prnh telat bayar dan ini hari mlh keterlambatan jdi berbunga ,krn seharusnya saldo udh terpotong mlh ini dithn.",negatif
Pengguna Google,1,10/8/2023 17:48,Tidak punya npwp,netral
Pengguna Google,1,10/8/2023 14:50,moda2han ok aplikasi ini,netral
Pengguna Google,1,10/8/2023 10:56,"Aplikasi bank jenius adalah permainan pihak bank pinjaman jenius ga jelas bayar tagihan awal kena potongan 100 rb katanya biaya pay early cs jenius komunikasinya tidak profesional seperti ini buat permainan dana tersebut tanpa persetujuan dari pengguna menggunakan atau tidak menggunakan tetap saja kena biaya tersebut kali setahun aja udah dapat 1,2 jt belum bunganya anda menguras uang banyak dari pengguna dan cs pun menyarankan kepada pengguna untuk pembayaran harus pada saat jatuh tempo kecewa",negatif
Pengguna Google,1,10/8/2023 9:36,"ribet login di perangkat baru harus ada akses perangkat lama, sedangkan perangkat lama udh gak ada. telpon jenius help cuma orang ngoceh aja ngabisin pulsa. ribettt",negatif
Pengguna Google,1,10/8/2023 9:25,Apk gajelas tolong dihapus semua data saya!,negatif
Pengguna Google,1,10/8/2023 8:59,"Password salah mulu padahal sudah sesuai, kode otp tidak terkirim kirim, verifikasi sulit, tolonglah perbaiki ini app banyak masalahnya",negatif
Pengguna Google,1,10/8/2023 8:12,"Biaya feesiblenya kurangin lah, sesuaikan dengan pemakaian, aku 2 bulan gak dipake tapi tetap harus bayar biaya feesible dengan jumlah yang sama, mana numpuk karena gak ku isi saldo",negatif
Pengguna Google,1,10/8/2023 5:11,"Susah sekali mau masuk app, lupa password no solusi gimana ?",negatif
Pengguna Google,1,10/7/2023 11:23,"Kenapa ga bisa masuk terus pin salah terus , padahal siang tadi bisa terus saya masukin data pribadi dengan cara video call tadi siang, sore nya sy buka lagi ga bisa, sampe data saya ada yang menyalah gunakan saya tidak mau bertanggung jawab!!!! Saya doakan mba yang bekerja di aplikasi ini tidak selamat dunia akhirat jika data saya tidak di kembalikan.",negatif
Pengguna Google,1,10/7/2023 10:12,Apk lemot.kluar sendiri trs ...,negatif
Pengguna Google,1,10/7/2023 8:46,"Bosok, mendeng rausah gawe aplikasi.",negatif
Pengguna Google,1,10/7/2023 2:22,Saya punya jenius dari dulu cuman saya lupa email sama passwordnya gimana ya ?,netral
Pengguna Google,1,10/7/2023 1:51,Buat pass ga bisa terooooozzz gatau kenapa lah mengcape wkwkwk,negatif
Pengguna Google,1,10/6/2023 15:02,Aplikasi sombong,negatif
Pengguna Google,1,10/6/2023 2:24,"Pembukaan rekening...top up 1 jta...seminggu kemudian saldo hilang 100 rb padahal tdk ada transaksi,,,telp call center..tdk ada menu berbicara ke operator,,chat ke sistrm dibalas robot tdk bsa membantu",negatif
Pengguna Google,1,10/6/2023 1:29,"Kecewa banget pakek aplikasi ini, tiap bulan tiba"" aja ada biaya pajak 50.000ribu. Padahal sebelum nya gak ada dan tidak ada pemberitahuan apapun terkait itu",negatif
Pengguna Google,1,10/5/2023 11:30,Staff yang ada di paragon mall mengganggu minta daftar daftar ribet katanya 10 menit bodoh kalii tadi lebih dari 10 menit ada problem lagi aneh,negatif
Pengguna Google,1,10/5/2023 10:21,Tidak bisa proses lanjut karena rumah di perkampungan tidak ada nomer rumahnya,netral
Pengguna Google,1,10/5/2023 9:16,Lama membuka fictur dan tidak bisa konek lupa pasword,netral
Pengguna Google,1,10/5/2023 6:55,Hapus data,netral
Pengguna Google,1,10/5/2023 4:36,Apk ga jelas Tiba2 akun saya gabisa di buka Di katakan pin salah Padahal saya tidak pernah mengganti pin Ketika mau reset pin dan dapat OTP dari SMS Setiba di masukin otp nya malah gabisa kan aneh,negatif
Pengguna Google,1,10/5/2023 4:18,4 dulu saya belum tau hasilnya seperti apa,netral
Pengguna Google,1,10/5/2023 0:05,Aplikask yg aneh. Masa setelah 7 bulan menggunakan limit paylater tiba2 hilang limit nya. Setelah di chat penjelasn nya tidak memenuhi kriteria. Lah selama ini saya gunakan berkali2 padahal. Koq tiba2 bisa bilang blm memnuhi syarat. Enggak banget deh ini aplikasi.ðŸ«£ðŸ«£ðŸ«£,negatif
Pengguna Google,1,10/4/2023 13:17,"Hasil bulanan,ratabulanan,etc",netral
Pengguna Google,1,10/4/2023 13:13,"Aplikasi berat dan lemot, sering force close, padahal beberapa app banking lainnya lancar di hp saya",negatif
Pengguna Google,1,10/4/2023 9:25,Mba-mba jenius nipu dah udah nunggu lama katanya mau dibuatin kartu ternyata cuma registrasi gak sampe buat kartu,negatif
Pengguna Google,1,10/4/2023 7:19,aplikasi jelek aktivasi susah karna jaringan ngadat bukanya dibantu malah gk bisa masuk akun ðŸ‘Ž,negatif
Pengguna Google,1,10/4/2023 7:10,"auto uninstal, potongan 150.000/bulan",negatif
Pengguna Google,1,10/4/2023 6:34,"Aplikasi ga jelas. HP kereset, pas mau log in disuruh verifikasi wajah di perangkat lama. Gimana caranya? Device cuma satu! Log in aja ga bisa!",negatif
Pengguna Google,1,10/4/2023 4:20,"Lemot, banyak bug, list tagihan tersimpan suka hilang sendiri",negatif
Pengguna Google,1,10/4/2023 2:07,Aplikasi sampah,negatif
Pengguna Google,1,10/3/2023 7:32,Jaga data data saya kalo data saya di salah gunakan saya gak tanggung jawab daya udah unistal apk ini saya gak jadi melanjutkan,netral
Pengguna Google,1,10/3/2023 5:01,"Jangan download daftar ni aplikasi gak jelas, minta foto ktp, selfie ktp, nama ibu kandung, setelah data diambil gk bisa didaftar cs nya error , hati2 ni aplikasi nanti disalah gunakan data kita, kurang ajar ni aplikasi ngejebak orang aja kalo sampe ada apa2 dituntut aja sesuai hukum yang berlaku tergiur karena promo2 malah di giniin",negatif
Pengguna Google,1,10/3/2023 4:12,"Tidak acc, terimakasih",netral
Pengguna Google,1,10/3/2023 1:39,"aku orangnya pelupa pas minta ganti sandi aja lama dan di persulit, udah nunggu seminggu gada yg kirim kode verifikasi, mau hubungi jeniusnya juga gak bisa lama dibalas, belum isi uang untungnya tapi ruginya udah login pake KTP",negatif
Pengguna Google,1,10/2/2023 19:36,"Tidak bisa mengajukan Flexi Cash, tanpa alasan yang jelas",negatif
Pengguna Google,1,10/2/2023 14:36,Aplikasi sampah .. Registrasi susah .. Otp salah mulu .. Kirim email di masukin kode salah .. Jangan download,negatif
Pengguna Google,1,10/2/2023 12:06,"Customer servicenya Tidak dilatih dengan baik, telpon CS 1 Jawabnya A, telpon Cs2 jawabnya B , kecewa banget sama servicenya, setiap CS berbeda jawabannya, bagaimana bsa mendapatkan jawaban yang tepat",negatif
Pengguna Google,1,10/2/2023 11:53,"Mau aktifin akun aja susah banget, VC alasan koneksinua terjeda-jeda padahal bukan aplikasi apapun lancar disini.",negatif
Pengguna Google,1,10/1/2023 22:55,"Dengan biaya fee yg besar dibanding lainnya, Sangat sulit untuk menghubung cs karena masalah transaksi",negatif
Pengguna Google,1,10/1/2023 20:26,Update apaan lagi ini gabisa pindah device di terbaru juga gaada opsi dftarkan wajah.. Developernya kbnyakan halu,negatif
Pengguna Google,1,10/1/2023 15:28,"Aplikasi sampah! Ga mutu,saat vc pembuatan nya aja cs nya cengengesan Mulu ! Mana ga aktif2 lagi kartunya! Tooolollllll!",negatif
Pengguna Google,1,10/1/2023 14:44,"APLIKASI INI SANGAT RAWAN DIPAKAI UNTUK PENIPUAN, JANGAN DIINSTAL KAWAN KAWAN....",negatif
Pengguna Google,1,10/1/2023 12:57,"MAw unlink Dr perangkat lama susahhnya minta ampun,UDh email berulang x..ga Ada tanggapan dr Jenius",negatif
Pengguna Google,1,10/1/2023 9:42,sampah ngentod,negatif
Pengguna Google,1,10/1/2023 9:01,Gk bisa di update,netral
Pengguna Google,1,10/1/2023 5:27,Sudah vc tapi akun tidak bisa proses aktivasi. Hapus data gue woiii enjongggg,negatif
Pengguna Google,1,10/1/2023 4:56,Layak bintang 1,negatif
Pengguna Google,1,10/1/2023 4:35,Ditolak saat vc dgn cs sambil berkata kasar.,negatif
Pengguna Google,1,10/1/2023 1:35,"Aplikasinya lemot dan kadang suka mental"" keluar sendiri",negatif
Pengguna Google,1,9/30/2023 14:05,"Sy sudah 2 kali pengajuan Flexi cash, namun di tolak, musti nunggu 3 bulan lgi. Klu memang tidak bisa, gk usah memberikan janji 3 bulan berikutnya. Klu 3 bulan berikutnya Flexi cash sy di ACC, pasti bintang nya sy tambahin. Klu tidak bisa juga, tlng hapus data sy di jenius. Terima kasih....",negatif
Pengguna Google,1,9/30/2023 10:50,Aplikasi parah. Data udah di ambil. Mau masuk tidak bisa2. Padahal pin udah bener..,negatif
Pengguna Google,1,9/30/2023 9:17,"Hape lama saya dah dijual, masuk pake hape baru malah diminta daftarkan wajah di hp lama. Gimana ini?? Padahal nomor hp dan email saya masih bisa akses buat otp. Suruh telpon ke cs biaya Pulsa mahal. Tolong perbaiki sistem ini. Pake kode otp saja sudah cukup . Kalo ga ya foto KTP aja kek. Ribet banget harus daftar wajah",negatif
Pengguna Google,1,9/30/2023 8:43,maaf sudah 2 hari saya aktivasi akun dengan video call tapi tidak kunjung aktivasi. saya tidak mau aktivasi lagi karena cs nya sedikit tidak ramah. tolong jenius perbaiki lagi. terimakasih,negatif
Pengguna Google,1,9/30/2023 8:38,Aplikasi ribet masuk nya,negatif
Pengguna Google,1,9/30/2023 7:40,Gak jelas Baru aja daftar Mau log in malah salah terus Padahal pin udah bener sama pasword nya,negatif
Pengguna Google,1,9/30/2023 2:48,Aplikasi tdk berguna...tiba2 tdk bs masuk ke aplikasinya...ini aplikasi cm mengambil data saja....tolong hapus data saya tdk bertanggung jawab kalau di suatu saat data saya disalah gunakan oleh pihak Jenius Bank BTPN...,negatif
Pengguna Google,1,9/29/2023 12:25,Kenapa baru juga daftar .sudah fhoto ktp fhoto selfi video call juga sudah buat kata sandi dan pin .ko tiba tiba keluar sendiri dan pas mau masuk kata sandi salah pin juga salah.gimana ini,negatif
Pengguna Google,1,9/29/2023 6:27,Susahnya aktipasi akun. Kenapa vc slalu mati ??,negatif
Pengguna Google,1,9/29/2023 6:07,Sayangnya untuk pengguna android tidak bisa melakukan penutupan rekening secara mandiri berbeda dengan pengguna ios bisa melakukan penutupan secara mandiri,netral
Pengguna Google,1,9/28/2023 23:11,"tolong di perbaiki lagi sistem nya, supaya proses loading pada saat transfer nya cepat.",netral
Pengguna Google,1,9/28/2023 13:52,"Aplikasinya loading banget... kurang cocok klu mau transaksi qris... dimohon untuk developer buat peningkatan untuk aplikasinya, liat riwayat transaksi aja loadingnya lama pke banget",negatif
Pengguna Google,1,9/28/2023 13:01,"Mau login aja harus hapus di perangkat lama, sementara perangkat lama udah dijual",negatif
Pengguna Google,1,9/28/2023 9:38,Apk gak jelas foto ktp udh jelas gak burem malah di kasih burem sama apk nya maksud nya apa yaa ngehina hp saya gak bgs atau gmn yaa lainkali sblm launching apk nya liat dulu dong semua nya udh beres apa blm,negatif
Pengguna Google,1,9/28/2023 5:21,"Bulan pertama coba infast 100.000 emang iya dapet bunga 2,5 persen di tgl 28 dpt 2.500, Tapi bulan ini saya tanam beberapa juta beberapa hari dan di tgl 28 ini ga ada bunganya .",netral
Pengguna Google,1,9/28/2023 5:05,"tergiur karena promonya, kecewa 2 kali war tiket yang pertama habis karena disana 13.30 kedua kartu invalid tidak bisa untuk pembayaran padahal tertera hingga akhir bulan,kecewa di 2 kota berbeda,bukan hanya kota ini aku nyobaa 2 provinsi berbedaa",negatif
Pengguna Google,1,9/28/2023 3:49,"Apk aneh, mau ganti device harus vc cs dulu, tiap vc cs gak pernah angkat. Lebih bagus seabank dan Neo bank. Walaupun ganti hp masih bisa login.",negatif
Pengguna Google,1,9/28/2023 2:47,Tidak di butuhkan iklan muncul terus,negatif
