created_at,username,full_text,sentimen
Mon Jul 10 12:44:50 +0000 2023,jeniushelp,@hellonotkitty Hi untuk DM kamu sudah kami respon ya. Terima kasih. ^MBM,netral
Thu Jul 06 10:43:36 +0000 2023,februar_ry,@eosmate @adtngh @jeniushelp Kok serem ya â€,negatif
Tue May 23 04:23:06 +0000 2023,c0mbra1n,Fyuuhh akhirnyaaaaa Jenius jenius. Kenapa baru sekarang sih. Thanks ya @jeniushelp https://t.co/x3TkTqkSyA,positif
Thu May 18 12:55:00 +0000 2023,yulianayuchan,Bingung sama @JeniusConnect masa tetiba kartu kredit diblokir bank. Keterangannya ada tagihan belum dibayar atau cicilan kurang. Padahal gak ada cicilan dan selalu bayar full sesuai tagihan. Membingungkan @jeniushelp https://t.co/6eKUCqJI82,negatif
Thu May 11 23:32:12 +0000 2023,antoarief,Berasa dirampok @jeniushelp. Baru tau ada feesible tiap bulan hrs bayar 10rb. Pdhl udah ga aktif akunnya. Kemarin masukin 150rb tau2 dipotong lebih separuhnya. Dan sisa 60rban. Kecewa sekali @jeniushelp. Tau gitu saya tutup aja akunnya. Org ga aktif juga. https://t.co/vRcdlBb9Km,negatif
Fri May 12 13:02:07 +0000 2023,ygbacainigila,Ada yg make @jeniushelp gak? Ini tuh actuve balance cmn di e waletnya aja atau udah masuk ke ATM? Soalnya di kartunya IDR 0 https://t.co/BChZ0JvjH8,netral
Mon May 08 03:42:23 +0000 2023,fadlilarohim,kenapa ini lg trobel kah? @jeniushelp https://t.co/GbunR3h0lh,netral
Mon Apr 24 00:41:22 +0000 2023,leo_chelseafc,ini saya melakukan transaksi dari THB ke IDR dengan exchange rate segini apakah sudah benar? ada link referensi untuk rate valuata asing? @jeniushelp https://t.co/3jU6OmIPdm,netral
Wed May 10 11:50:16 +0000 2023,wagsmonger,@jeniushelp min saya sudah cairin FC nih cair cashbacknya kapan ya? https://t.co/sqyzUwWtXK,netral
Thu May 25 12:32:31 +0000 2023,Muharriansah,Min aq buka aplikasi @jeniushelp tapi munculnya begini... perangkat lama aq ga punya lagi udh dijual... tp udh kluar sii dri aplikasi sana https://t.co/gDStptCIYp,netral
Fri May 19 07:07:41 +0000 2023,akunyakul,@jeniushelp @JeniusConnect kok aku gabisa payment di airbnb ya? saldonya ada dan cukup tapi didecline. any solution? https://t.co/geHGUPMXjf,netral
Tue May 09 14:29:21 +0000 2023,BagusRMRF,@jeniushelp halo min minta tolong utk hapus perangkat. saya mau login di device yg berbeda tidak bisa,netral
Sun Apr 23 15:20:12 +0000 2023,_dikun,Ini gue doang atau @jeniushelp emang lagi eror?,negatif
Wed May 24 15:35:59 +0000 2023,MeinNameistMia,halo booth jenius di Bandung di mana aja min? @JeniusConnect @jeniushelp,netral
Thu May 25 02:33:49 +0000 2023,nunudalban,@jeniushelp halo min min saya sudah mendapatkan email dari jenius help untuk video call namun setelah saya klik ternyata tidak bisa terhubung. Kenapa ya min?,netral
Sun May 21 07:59:41 +0000 2023,thiayuli,@jeniushelp @JeniusConnect @jeniushelp ga tanggung jwb bangey,negatif
Sun Apr 23 07:20:52 +0000 2023,karinaoktr,apa nih apa nih mau tutup apa begimane @JeniusConnect @jeniushelp https://t.co/VCX8yyPJ76,netral
Mon May 29 08:40:31 +0000 2023,wildan3105,@jeniushelp Gak ada cara lain selain itu? Kok ribet sekali ya..,negatif
Sun Apr 23 04:10:10 +0000 2023,mhrn_ptri,Halo @jeniushelp @JeniusConnect ini kenapa saya gak bisa masuk ke akun saya ya? https://t.co/wvyvrkcZMb,negatif
Thu May 11 23:37:37 +0000 2023,antoarief,@jeniushelp Gausah.,netral
Wed May 17 04:16:16 +0000 2023,masiqisme,@jeniushelp min ga bisa transfer ke jenius dari tadi pagi knapa ya?,negatif
Tue May 09 04:43:33 +0000 2023,NNNunaja,@jeniushelp cek dm,netral
Tue Apr 18 09:07:15 +0000 2023,fleureese,Serius dikit lah @jeniushelp https://t.co/Z0Hs0lc0PM,negatif
Sat Apr 22 04:39:13 +0000 2023,NanaUserMM,Terimakasih dan selamat tinggal... @JeniusConnect @jeniushelp @lifeatbtpn https://t.co/tM7lCslDlF,positif
Fri Mar 24 14:11:00 +0000 2023,srpakle,Gangguan ya? @jeniushelp https://t.co/JXavzxCaxW,netral
Fri Mar 24 05:08:34 +0000 2023,urBabyEl,mau transaksi pakai apps jenius ini smpe kapan gangguan nya? kira2 lama gak ya?? @JeniusConnect @jeniushelp https://t.co/XaClB3Z2up,negatif
Mon Mar 20 10:04:26 +0000 2023,salahkan_ian,Halo.... @gojekindonesia @jeniushelp Gw ini lagi mesen gofood pake pembayaran debit. Pas gw liat in&amp;out ecard gw kok ada auto debit kekurangan dana padahal baru topup ke ecard Foto ini adalah bukti kekurangan dana. Tolong ditindaklanjuti takutnya ada transaksi besar dan error https://t.co/JrwZ8a8EJ7,negatif
Fri Mar 31 10:20:30 +0000 2023,dararararari__,kalo promo ini masih ada gaa dan buat resto apa ajaa minnjen @JeniusConnect @jeniushelp https://t.co/cJk4DOMddj,netral
Mon Feb 13 07:53:59 +0000 2023,bakpaucokelaat,min @JeniusConnect @jeniushelp promo xxi masih ada ga ya min? thank youu,netral
Fri Mar 24 04:44:54 +0000 2023,wildan3105,@jeniushelp min jenius maintenance sampek kapan ya?,netral
Sun Apr 16 06:11:13 +0000 2023,JeniusConnect,Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com Twitter: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan merupakan peserta penjaminan LPS.,netral
Thu Apr 13 16:07:43 +0000 2023,kangkaka01,@jeniushelp @JeniusConnect @lifeatbtpn Emailnya kemana,netral
Thu Apr 13 11:16:57 +0000 2023,kangkaka01,@jeniushelp @JeniusConnect @lifeatbtpn Dah djual hapenya,netral
Tue Mar 28 12:16:35 +0000 2023,obetmohammad,@jeniushelp betul gimana min?,netral
Wed Apr 19 05:22:47 +0000 2023,fleureese,@jeniushelp @jeniushelp serius dikit lah mau help beneran apa cuma help username doang,negatif
Sun Mar 19 03:25:58 +0000 2023,angga1_suta,Hi @JeniusConnect @jeniushelp saya tibatiba mempunyai kendala dana ditahan padaha saya tidak mengetahui apapun mengenai tagihan dan selama ini transaksi selalu berjalan lancar apakah yg dimaksud dengan ditahan ini? Saya sampai kosongkan saldo saya untuk save dana saya https://t.co/hpomoBKike,netral
Fri Mar 24 06:52:13 +0000 2023,FurryAgnestya,Udah 2 jam nih min masih gangguan aja :( mau transaksi banyak soalnya @JeniusConnect @jeniushelp https://t.co/P3FpYsGDM1,negatif
Thu Apr 13 16:11:20 +0000 2023,kangkaka01,@jeniushelp @JeniusConnect @lifeatbtpn Done ya by email mudah2an cepat prosesnya . Thx,netral
Sun Apr 23 03:34:57 +0000 2023,kurnialexander,@jeniushelp lagi down??? kapan baliknya ya?,negatif
Thu Apr 13 07:12:06 +0000 2023,Saefullloh,Min @JeniusConnect @jeniushelp mending baca thread saya dan coba dibantu yukkk,netral
Thu Apr 13 11:15:28 +0000 2023,kangkaka01,Disaat bank lain kalo ganti hp mbankingnya bisa langsung aktif! @JeniusConnect @jeniushelp @lifeatbtpn,netral
Thu Mar 30 03:28:56 +0000 2023,rozelinne,@jeniushelp halo min saya mau ganti m-card. Sudah diblokir permanen juga. Nah kapan ya saya dapat email pemberitahuan kartu akan dikirim?,netral
Sat Feb 04 11:06:20 +0000 2023,scarecrowthings,@jeniushelp @JeniusConnect Iya masalah nya saya punya fitur nya. Kalo emang ngga terdaftar. Kenapa ada? https://t.co/aRMLf7A5hu,netral
Fri Feb 10 01:21:03 +0000 2023,kuncirumahtua,Nabung dikit dijenius dah hmpir 250k td pagi cek saldo langsung raib 120k . Katanya ad feesible kok langsung sebanyak itu pemotongannya :) @jeniushelp https://t.co/G7mveTY8Wl,negatif
Mon Jan 30 04:25:44 +0000 2023,onlyforbk,min aplikasi jenius aku kenapa gini terus ya gak bisa login? @jeniushelp https://t.co/nl7oKQTkGD,negatif
Mon Feb 06 11:54:42 +0000 2023,peeweegaskins,Gabisa login teruss gimana ni @JeniusConnect @jeniushelp https://t.co/B4L7UKRiWm,negatif
Tue Feb 07 10:07:04 +0000 2023,jednyevnik,Lg kenapa yaaa??? @jeniushelp https://t.co/sFI17eEJr4,netral
Tue Feb 07 10:18:28 +0000 2023,fetyfety,@jeniushelp @jednyevnik kakak admin keknya harus kamu cek lagi deh. soalnya saya juga gitu. ini baru mau ngetweet. https://t.co/CRaVu6MtHR,netral
Tue Jan 31 05:02:38 +0000 2023,storyofsunny,@jeniushelp Proses berapa hari ya,netral
Wed Feb 01 15:15:45 +0000 2023,kanakatou23,Hai @JeniusConnect @jeniushelp Dari tadi seperti ini terus bagaimana solusinya? https://t.co/7DORwRg6HT,netral
Tue Jan 31 04:50:49 +0000 2023,storyofsunny,@jeniushelp ganti ATM bisa diwakilkan ga?,netral
Mon Jan 23 12:29:10 +0000 2023,jamurcryspi,Min @jeniushelp kok kartu saya gabisa dipake buat narik tunai sih?? Udh saya coba di 2 atm gagal mulu. Pdhl kartu saya msh baru banget. Ini knp yaa?,negatif
Tue Feb 07 06:10:55 +0000 2023,agamimaulana,Hi @jeniushelp cara tau branch name dari account jenius kita gimana ya? Thanks,netral
Tue Jan 31 04:27:35 +0000 2023,feisme_,Halo @jeniushelp apakah ada promo nonton?,netral
Sun Jan 29 08:48:28 +0000 2023,O512CORE,@jeniushelp min promo nonton bioskop pake jenius masih berlaku gak? Info dong min,netral
Thu Feb 09 05:49:52 +0000 2023,fajar_pc,Siang @jeniushelp mau tanya dong. Kalo mau submit akun Jenius kode OTPnya akan dikirim ke nomor pendaftaran awal ya? Walaupun sekarang nomornya udah ga dipake lagi. Gimana tuh?,netral
Fri Feb 03 14:54:23 +0000 2023,zahrakhrn,@jeniushelp Kalau alamat ktp yang didaftar di jenius dengan alamat sekarang berbeda. Saya harus bagaimana? Sudah mengajukan perubahan data ktp di email tapi belum ada balasan yang pasti,netral
Mon Jan 30 07:07:38 +0000 2023,paulboyak,Ini akun siapa lagi @JeniusConnect @jeniushelp,netral
Sat Feb 11 03:10:45 +0000 2023,JeniusConnect,Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com Twitter: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan merupakan peserta penjaminan LPS,netral
Fri Feb 03 14:25:19 +0000 2023,zahrakhrn,@jeniushelp halo kalau kartu debit akan expired sebentar lagi apa yang harus saya lakukan? Apa blokir saja kartu debitnya saat sudah expired?,netral
Tue Feb 07 06:14:30 +0000 2023,agamimaulana,@jeniushelp Apakah masih sama ? SWIFT code: SUNIIDJA Branch name: KCP Mall Kota Kasablanka Jika terima uang dari LN apakah branch name diatas general untuk semua account? Thanks,netral
Sun Jan 22 23:35:59 +0000 2023,AmmarshaR,Halo min @jeniushelp cek dm ya,netral
Sat Jan 21 17:20:35 +0000 2023,A_Noordiansyah,Kaya deh lu ya sama ginian @jeniushelp hhh https://t.co/XNy7dyktaJ,negatif
Mon Jan 02 13:23:27 +0000 2023,jgndktaqgemini,Ini @JeniusConnect @jeniushelp apa apaan sih. Blokir kartu aja luama pol. Kalau berhubungan sama ganti kartu dan ngasilin cuan buat dia cepet banget. Ganti CSnya. Lemes banget bikin pelanggan emosi. Ada yg kaya gini juga ga? https://t.co/QgJXiUYyVn,negatif
Fri Jan 20 10:12:18 +0000 2023,spartlaxzx,Kapan yaa @BNI @bankmandiri @Tanyajago @kontakBRI @HaloBCA @JeniusConnect @jeniushelp @CIMBNiaga @TanyaOCBCNISP @SeaBankID Support Google Pay yang bisa dipake buat belanja nirsentuh(Paywave)? https://t.co/AuXILcqWgl,netral
Wed Jan 18 17:18:35 +0000 2023,linarzkyana,@JeniusConnect @jeniushelp Min help me! gabisa login dari siang tadi. selalu auto log out. selalu session expired padahal ga ada 1 menit dan ga ada close window. udah uninstall dan restart hp jg. help! https://t.co/7hRLk5ScEb,netral
Sun Jan 08 08:58:06 +0000 2023,evoraii,@jeniushelp ini knp y di login selalu gini di app -_- https://t.co/ytxSd80TVu,netral
Sat Jan 21 10:41:57 +0000 2023,daniketepas,Ingfo min @jeniushelp cara mengembalikan Dana yang di Tahanke Saldo Aktif? https://t.co/nxEqCqJDYo,netral
Fri Jan 20 18:09:55 +0000 2023,aliffnurhanda,@jeniushelp min saya gabisa login gagal terus tiap masukin pin napa yak https://t.co/AoLnWGBUH3,netral
Thu Jan 12 02:53:23 +0000 2023,birokayumanis,Aduh tolonglah @jeniushelp ini proses unlink devicenya ribet sekali. Videocallnya ga tersambung2. Sy nelpon sampai 3x dan pulsa habis. Ada cara yang lebih ringkas ngga?,negatif
Mon Jan 09 15:21:05 +0000 2023,yangsukareceh,halo min @JeniusConnect @jeniushelp ini saya coba masuk akun saya kok gini terus kenapa yaa? (tulisan merah) mohon bantuannyaa soalnya butuh cepett. mkasii https://t.co/RG4WXR1iGU,netral
Sat Jan 21 10:27:31 +0000 2023,andianid_,@jeniushelp Min hari ini saya ganti no hp untuk device baru dan udh berhasil dirubah. Saya coba login sampai bikin dan konfirmasi pin utk device ini. Trus muncul sesi sudah berakhir dan telah logout secara otomatis. Itu gmn min? Udh 7x ga bisa login. https://t.co/7fNfeKyBK9,netral
Wed Jan 18 10:48:08 +0000 2023,AuliaAlmaUtami,@jeniushelp halo jenius kemarin saya melakukan transaksi Qris awalnya gagal trus berhasil dan uang udah terpotong https://t.co/9F38QyKZLw,netral
Sat Jan 14 10:09:54 +0000 2023,ming_kem_,@jeniushelp @JeniusConnect Udah bosen min @jeniushelp nanya-nanya terus toh responnya juga gitu-gitu aja. Kalau menghubungi cs juga pasti jawabannya sama aja yang ada buang-buang pulsa https://t.co/WD2uv41l7u,negatif
Mon Jan 16 09:15:31 +0000 2023,ilmanakbar,@jeniushelp halo Jenius saya mau login kok nggak bisa2 ya udah masukin kode OTP bacaannya gini terus. sudah clear data sudah uninstall-install lagi masih sama begini. https://t.co/CHgOddtWvq,netral
Sat Jan 14 09:23:48 +0000 2023,JeniusConnect,Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com Twitter: @.jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan merupakan peserta penjaminan LPS.,netral
Sun Jan 08 11:57:53 +0000 2023,kangkaka01,@jeniushelp Hpnya udah kejual,netral
Thu Jan 12 03:23:27 +0000 2023,birokayumanis,@zenrs @jeniushelp Wuoh lupa wkwkwk,netral
Thu Jan 05 10:34:11 +0000 2023,ikhsanrifkyb,Ini email apaan ya @jeniushelp @JeniusConnect https://t.co/nQoyrtGJgp,netral
Sun Jan 22 23:32:01 +0000 2023,raraaansptr,@jeniushelp Itu cara liatnya gmn min?,netral
Thu Jan 12 03:00:11 +0000 2023,zenrs,@wildwestraven @jeniushelp Komplen/mention tapi akunmu digembok itu apa tidak sia-sia De?,netral
Fri Jan 06 12:42:26 +0000 2023,achrimidiasti,Ini maksudnya email apa ya? Saya emang pernah ikutan jenius tahun 2018 dan itupun cuma sekadar daftar akun terus dapet kartu ga pernah isi saldo sama sekali sampe hari ini Terus tiba2 dapet email ini maksudnya apa? Domisili juga bukan di Semarang @jeniushelp @JeniusConnect https://t.co/kvIC8Ii1zr,netral
Mon Jan 02 10:45:09 +0000 2023,fujan95,Min Saya sudah ajukan ganti kartu by aplikasi jenius Kira2 pengiriman kartu terbaru nya berapa lama ya? @JeniusConnect @jeniushelp,netral
Sun Jan 01 12:59:31 +0000 2023,abdulazizamar,Mau unlink perangkat di aplikasi @JeniusConnect tapi ga bisa. Ujung-ujungnya harus berhubungan lagi sama @jeniushelp. https://t.co/2EDe8gy2JA,netral
Mon Jan 02 01:25:29 +0000 2023,thebims,@jeniushelp @JeniusConnect Okee. Terima kasih,netral
Mon Jan 02 08:47:06 +0000 2023,tedybsa,@jeniushelp halo min apakan debit card jenius bisa digunakan dan support buat link ke akun paypal? Makasih min,netral
Mon Jan 02 01:18:31 +0000 2023,thebims,@jeniushelp @JeniusConnect Berarti kalau sudah ditukar SGD di aplikasi gak ada biaya tambahan lagi ya saat pembayaran MRT?,netral
Mon Jan 02 01:13:57 +0000 2023,thebims,@JeniusConnect @jeniushelp Halo untuk naik MRT Singapura pakai kartu Jenius tiap tap ada tambahan biaya atau sesuai tarif? Terus kalau x-Card bisakah digunakan di luar negeri sama seperti kartu utama?,netral
Mon Jan 02 05:26:42 +0000 2023,jeniushelp,@riorinaldi Hi untuk pengecekan lebih lanjut bisa menghubungi layanan Live Chat pada aplikasi Jenius atau layanan Jenius Help 1500365 ya. ^NVD,netral
Mon Jan 02 02:19:19 +0000 2023,jeniushelp,@AyamPiy1k Hi mohon maaf atas kendala yang kamu alami. Saat ini Jenius tidak ada kendala untuk login aplikasi. Mohon pastikan saat ini kamu sudah gunakan aplikasi Jenius versi terbaru dan jaringan yang digunakan stabil. Untuk pengecekan dapat dibantu melalui Jenius Help 1500365 ya. ^RAF,netral
Mon Jan 02 04:57:58 +0000 2023,jeniushelp,@pizzaperkasa Hi Gizza. Mohon maaf untuk unlink device tidak dapat dilakukan secara mandiri melalui aplikasi ya kamu dapat mengajukan unlink melalui layanan Jenius Help 1500365 Cabang BTPN/Service Point atau Email jenius-help@btpn.com.^SRH,netral
Sun Jan 01 07:34:27 +0000 2023,jeniushelp,@chococream_ Hi Caca untuk promo Jenius-XXI harga spesial Rp12.222 berlaku setiap hari untuk pembayaran satu kali transaksi (jika menggunakan kartu debit Jenius) dan 2 kali transaksi (jika menggunakan kartu kredit Jenius) selama periode program berlangsung. ^RAF,netral
Mon Jan 02 10:47:31 +0000 2023,jeniushelp,@fujan95 @JeniusConnect Hi Rina untuk estimasi pengiriman m-Card atau x-Card memiliki estimasi waktu 3 hari kerja untuk wilayah Jabodetabek dan 7 hari kerja untuk wilayah luar Jabodetabek.^ABM,netral
Sun Jan 01 07:26:14 +0000 2023,jeniushelp,@chococream_ @yrooniw Hi Promo XXI berlaku untuk 1 kali transaksi per kartu selama periode promo.^BTR,netral
Mon Jan 02 04:58:21 +0000 2023,Andanuis,@jeniushelp dear mimin cakep jika ada kendala di aplikasi dan kartu apakah bisa menghubungi bank BTPN terdekat?,netral
Mon Jan 02 01:26:56 +0000 2023,jeniushelp,@thebims @JeniusConnect Hi M. Bimo. Sama-sama dengan senang hati dapat membantu. Jangan ragu menghubungi Jenius Help jika ada pertanyaan terkait Jenius kamu ya.^SRH,netral
Mon Jan 02 01:24:05 +0000 2023,jeniushelp,@thebims @JeniusConnect Hi M. Bimo. Jika m-Card kamu sedang terhubung dengan mata uang negara tempat kamu berbelanja maka jumlah yang akan ditarik dari tabungan adalah sejumlah transaksi kamu.^SRH,netral
Mon Jan 02 01:16:24 +0000 2023,jeniushelp,@thebims @JeniusConnect Hi Bimo kamu bisa gunakan m-Card dan x-Card Jenius berlogo Visa untuk transaksi luar negeri termasuk untuk pembayaran MRT Singapura. Jika sumber dana merupakan akun tabungan IDR maka akan dikenakan biaya konversi 3% dari besar nominal transaksi kamu. ^RAF,netral
Mon Jan 02 06:40:52 +0000 2023,jeniushelp,@pizzaperkasa hi @Gizza untuk Service Point di bandung ada Paris Van Java trans studio mall bandung ya untuk jam operasional dari jam 10.00 sampai 22.00 ya ^ HPR.,netral
Mon Jan 02 08:38:10 +0000 2023,jeniushelp,@AryaSedana @JeniusConnect Hi Arya untuk e-statement silakan kamu cek di menu wealth pojok kanan atas ya dan untuk dikirim ke email mohon maaf saat ini belum bisa ya silakan kamu lakukan secara mandiri ya. ^ARW,netral
Mon Jan 02 12:00:11 +0000 2023,8UkXK3beBNDzo4v,@AryaSedana @JeniusConnect @jeniushelp gabisa mereka mas hana bank tuh bisa keren,negatif
Mon Jan 02 00:05:18 +0000 2023,did1k,@jeniushelp hari ini kok ngga bisa transfer ya?,netral
Thu Oct 20 05:12:19 +0000 2022,arachmanto,Hi @jeniushelp tanya dong CC Jenius yg baru launch itu annual fee nya berapa yah?. Lalu point dari CC Jenius bisa tukar ke air miles dari penerbangan asing kah?. Terima kasih. https://t.co/YRx65K647p,netral
Wed Oct 05 05:48:26 +0000 2022,heychez14,Hi @jeniushelp kurs USD ini dapat dari mana ya? Kok beda mayan jauh dari bank BTPN padahal bank sama dan waktu transaksinya juga nggak jauh jauh amat dari waktu refreshnya? Bedanya sekitar 400an rupiah loh. https://t.co/JiNXLsT06l,netral
Fri Oct 14 14:01:05 +0000 2022,lindri,@jeniushelp haloo saya mau registrasi jenius cocreation week tapi gagal ketika menekan tombol lanjut ke pembayaran selalu kembali lagi ke form awal. Mohon bantuannya ya makasih https://t.co/IyC9ZInWYx,netral
Mon Nov 07 07:22:11 +0000 2022,smnhvda,Saya kesulitan buat masuk ini kenapa ya? Apakah ada solusi? Sudah 2 minggu seperti ini setelah ganti device @JeniusConnect @jeniushelp https://t.co/EpmamQegB3,netral
Sat Nov 12 06:19:52 +0000 2022,inesaurus,Min. Ini mau log in ke perangkat baru kenapa kayak gini terus? @jeniushelp https://t.co/p9y9sGe4cB,netral
Fri Sep 30 09:48:01 +0000 2022,zZulfan,@jeniushelp @JeniusConnect ATM jenius tidak bisa tarik tunai di ATM BRI ya?? Sudah saya coba di berbagai ATM BRI pesannya FORMAT MESSAGE ERROR seperti di gambar. Saya menggunakan kartu yang warna orange. Thanks https://t.co/y97foOmDLo,netral
Mon Nov 07 07:39:20 +0000 2022,id3pp,@JeniusConnect @jeniushelp Yaaa Krn saya anak traveling banget jadinya pas bener dptnya.. Bole juga nihhh #MelangkahMudah https://t.co/Mko6EBTraE,netral
Tue Nov 01 02:11:22 +0000 2022,vairythv,@jeniushelp hello kak mau tanya setiap saya mau login kok selalu keluar sendiri dan ada tulisan seperti ini. Kenapa ya kak? https://t.co/YlBTmql1qB,netral
Wed Nov 02 15:01:35 +0000 2022,philipyoungg,@jeniushelp untuk 1 krisflyer miles butuh berapa yay points ya? Rencana saya mau buat kartu kredit jenius jika angkanya bagus.,netral
Mon Nov 07 04:31:28 +0000 2022,JeniusConnect,Customer Service resmi Jenius (24 jam): Call Center: 1500 365 E-mail: jenius-help@btpn.com Twitter: @jeniushelp PT Bank BTPN Tbk berizin dan diawasi oleh Otoritas Jasa Keuangan (OJK) dan merupakan peserta penjaminan LPS,netral
Fri Sep 30 19:12:28 +0000 2022,berrieyummy,Pagi @jeniushelp kok uang saya 4 5 juta tiba tiba ilang yah hahaha beneran ini habis mindahin ke jenius 6 juta sisa satu 1.5 doang,negatif
Thu Nov 10 07:46:12 +0000 2022,Adtykrnwn,@jeniushelp saya mau login akun jenius di device baru tapi selalu session expired dan ke logout lagi otomatis. Kira2 bisa kaih solusi?,netral
Sun Nov 13 14:20:02 +0000 2022,billyptrs,@jeniushelp @JeniusConnect @jeniushelp kartu fisiknya kapan dikirimnya?,netral
Tue Oct 18 01:29:43 +0000 2022,irvanrrrr,@jeniushelp halo saya tidak bisa log in ke akun jenius saya. Sudah lama tidak digunakan tapi tetap saja terkena biaya feesible sebelumnya sudah request tutup akun ternyata masih kena tagihan. Mohon bantuannya,netral
Thu Oct 20 06:17:07 +0000 2022,irvanrrrr,@michinyeojaaah @jeniushelp Sebelumnya saya lewat telpon tapi penutupan akun gagal dan masih ditagihkan biaya feesible tapi saat mau buka akun di aplikasi selalu gagal,netral
Thu Oct 20 06:23:27 +0000 2022,irvanrrrr,@jeniushelp @michinyeojaaah Iya min memang tidak dikenakan namun karena penutupan gagal jadi masih ada biaya feesible yg masuk padahal sudah tidak digunakan. Bisa langsung datang ke bank saja sekaligus penutupan akun?,netral
Sat Nov 05 12:47:47 +0000 2022,hotspothotdeal,Halo @jeniushelp kenapa kartu jenius saya saat di pakai di. Mesin visa tap masih mengharuskan untuk input PIN????,netral
Mon Nov 14 14:54:19 +0000 2022,aldoferly,@jeniushelp Iya saya sudah ganti device.. Gmn cara nonaktifkan device lama nya,netral
Thu Oct 13 08:02:02 +0000 2022,berhalawaktu,@jeniushelp ganti perangkat Min. Da yang sebelumnya install ulang aplikasi,netral
Wed Oct 26 06:05:55 +0000 2022,drosanda,Kenapa @jeniushelp sekarang ga bisa tarik saldo dari paypal?,netral
Fri Sep 09 12:12:44 +0000 2022,tatakhoiriyah,Buruknya layanan komplain @jeniushelp. Muter aja isunya gagal transaksi. Chat di aplikasi g ada penyelesaian. Di twitter mentok. https://t.co/4GPmwJmd9X,negatif
Mon Sep 12 12:52:22 +0000 2022,mkljnjm,Selamat Malam saya mau konfirmasi ini kalo saya sudah tidak bisa masuk ke aplikasi jenius apa artinya rekening saya sudah di tutup? @jeniushelp https://t.co/i4j681v1x9,netral
Sun Sep 11 13:57:00 +0000 2022,_eccedentes,@jeniushelp @tokopedia @jenis Jelas jelas ada ya tolong mimin pake jeniuspay https://t.co/hHQlBRpQHq,netral
Fri Sep 09 10:19:35 +0000 2022,tatakhoiriyah,@jeniushelp Sudah chat begini doang tanggapannya. https://t.co/qCcj1YwUGi,netral
Sun Sep 04 01:18:50 +0000 2022,tjhoea315,@bankmandiri Halo @jeniushelp dari link di atas jenius belum jadi peserta BI fast. Padahal kemaren email blast yang saya dapat jenius sudah jadi peserta BI fast. Yang benar yg mana https://t.co/ueYelb1Oqk,netral
Fri Sep 09 10:20:51 +0000 2022,tatakhoiriyah,@jeniushelp Ini historynya selisih 1 detik. Logikanya mana bisa saya buat transaksi baru dalam 1 detik? https://t.co/yJsLf8S4Tz,negatif
Wed Aug 17 03:42:41 +0000 2022,dexglenniza,Halo @jeniushelp. Gak bisa-bisa link m-Card ke rupiah nih. Kapan bisanya? Mau transaksi. Tadinya pakai SGD tapi SGD sudah habis dan gak bisa beli lagi (karena lagi tanggal merah di Indonesia). https://t.co/qiHcT7byI2,negatif
Tue Sep 27 02:17:31 +0000 2022,Fajarlhakim01,@jeniushelp Halo admin cek dm,netral
Sun Sep 18 00:51:19 +0000 2022,annisabayyina_,Hallo @jeniushelp kenapa akun adik saya gabisa masuk ya? Selalu ke tendang sesi nya?????,netral
Sat Aug 27 12:21:36 +0000 2022,RifkiAljabar,Halo @JeniusConnect @jeniushelp ini saya mau login kok gini terus ya?? https://t.co/qighJv6Yt5,netral
Fri Sep 23 23:50:38 +0000 2022,AryaDwipangga03,Hi @jeniushelp ini akses web jenius kapan mau dipulihkan lagi? Bukannya fokus upgrade security abis narikin admin bulanan eh malah bikin kartu kredit segala hadeeehhh.......,negatif
Thu Sep 29 16:12:32 +0000 2022,maitrinaa,Huaa tolong @jeniushelp abis transfer ke bank BNI dari Jenius kok dana nya belum masuk juga ya ke rekening penerima? Padahal status transaksinya berhasil https://t.co/H3n1vBjTR5,netral
Sun Sep 11 13:29:05 +0000 2022,_eccedentes,Gils napa biaya transaksi pembayaran via jeniuspay di @tokopedia jadi naik gini sih.@jeniushelp @jenis,negatif
Mon Aug 08 06:08:59 +0000 2022,zutaralover,Hallo @jeniushelp @JeniusConnect bagaimana ya? Karna juga sepertinya bukan cuman sekali dua kali,netral
Sun Sep 11 13:36:06 +0000 2022,_eccedentes,@jeniushelp @tokopedia @jenis Biaya admib,netral
Sat Aug 20 07:15:35 +0000 2022,ristanofia,Pembayaran dengan @jeniushelp bisakah di @sahabatalfamart?,netral
Fri Aug 19 23:39:23 +0000 2022,rpynandha,hallo min @jeniushelp @lifeatbtpn ini aplikasi Jenius force close terus ni pas mau di pake transfer,netral
Sun Sep 11 18:09:46 +0000 2022,maxblackcupcake,@jeniushelp min cek dm ya,netral
Sat Sep 17 06:40:51 +0000 2022,Rizkihadi,@mrtjakarta @jeniushelp Baik makasih ya infonya. ,netral
